"city","countryCode","location/lat","location/lng","name","publishedAtDate","reviewContext/Can you share more about these topics?","reviewContext/Difficulty","reviewContext/Dog-friendliness","reviewContext/Fees","reviewContext/Parking","reviewContext/Parking options","reviewContext/Parking space","reviewContext/Picnic area","reviewContext/Playground","reviewContext/Public Transportation","reviewContext/Recommended activities","reviewContext/Restrooms","reviewContext/Route type","reviewContext/Time spent","reviewId","reviewUrl","reviewOrigin","reviewerId","stars","state","text","title","url"
"Cianjur Regency","ID","-6.7403353","107.0031164","Gilang Rmdhn","2024-07-02T15:12:35.221Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURMNy1lSXBnRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURMNy1lSXBnRRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgIDL7-eIpgE%7CCgsI47GQtAYQkOC2aQ%7C?hl=en","Google","117056680025377073168","5","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Ive Irwanto","2024-06-23T15:37:45.948Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNMaDYteHpnRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNMaDYteHpnRRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgICLh6-xzgE%7CCgwIyYLhswYQsMmfxAM%7C?hl=en","Google","114507182730251862454","5","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Eddy Sudrajat","2024-06-19T12:55:29.170Z",,,,,,,,"Bagus",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNMbnV2N3RBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNMbnV2N3RBRRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgICLnuv7tAE%7CCgsIwarLswYQiIyQUQ%7C?hl=en","Google","110325263576866690869","5","West Java","Bagus","Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Geby Gerbila","2024-06-10T16:37:17.254Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUR6b2J6Qmt3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR6b2J6Qmt3RRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgIDzobzBkwE%7CCgsIvdecswYQiIyVeQ%7C?hl=en","Google","108435029655403166451","5","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Ajie Arifuddin","2024-06-08T10:46:43.177Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUR6N096S2hRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR6N096S2hRRRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgIDz7OzKhQE%7CCgsIk-2QswYQuLzFVA%7C?hl=en","Google","114735056626501780370","5","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Cibodastiger camp Tempat camp Mandalawangi cibodas","2024-06-08T06:16:50.512Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUR6akstU1ZREAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR6akstU1ZREAE!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgIDzjK-SVQ%7CCgwI0u6PswYQkMWV9AE%7C?hl=en","Google","114034331014963464852","5","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","EᒪEᑕTᖇツᑎIᑕᗩ ᑎᗩtiᐯe","2024-06-06T14:02:06.707Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUN6MzRyeXlRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN6MzRyeXlRRRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgICz34ryyQE%7CCgwI3oKHswYQyODK0QI%7C?hl=en","Google","117173228242225100381","5","West Java","mau lagi kesana","Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Denny Ari Wibowo","2024-06-05T01:05:55.290Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUN6ODZuNmVREAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN6ODZuNmVREAE!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgICz86n6eQ%7CCgwI8_P-sgYQ6N65igE%7C?hl=en","Google","108129446565305147449","5","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Rionaldy Lie","2024-06-02T06:07:25.560Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUN6N3NxUTh3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN6N3NxUTh3RRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgICz7sqQ8wE%7CCgwInZjwsgYQgLC6iwI%7C?hl=en","Google","111769092762934369649","4","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Gani Ecoresort","2024-06-01T09:48:03.721Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUN6NnMyTFhnEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN6NnMyTFhnEAE!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgICz6s2LXg%7CCgwI09zrsgYQuISQ2AI%7C?hl=en","Google","116174852890827561844","5","West Java","Penjaganya menolong sekali","Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Adinda Risma","2024-05-31T10:56:35.590Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUN6akxIbHZ3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN6akxIbHZ3RRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgICzjLHlvwE%7CCgwI49nmsgYQkKGvmQI%7C?hl=en","Google","102384608075032259072","5","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Agung “tongkito” Hadiyanto","2024-05-24T11:06:10.636Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURUbHYzcUVBEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURUbHYzcUVBEAE!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgIDTlv3qEA%7CCgwIounBsgYQ0LDQrwI%7C?hl=en","Google","100640526255597448929","5","West Java","Basecamp tempat awal pendakian, bagi yang sudah daftar SIMAKSI, wajib daftar dan scan barcode check in, dan sekarang wajib cek kesehatan dulu, simple saja sih, cek suhu dan tensi. Ada bayar lagi sekitar 25k/orang. Kalo cuma ke air terjun, gak perlu registrasi, cukup bayar HTM aja di pos depan.","Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","andi suryana","2024-05-24T08:01:49.147Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURUcG82UlJ3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURUcG82UlJ3EAE!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgIDTpo6RRw%7CCgsI7ZLBsgYQ-Ki3Rg%7C?hl=en","Google","101039077734590038113","5","West Java","Salah satu titik pendakian ke gunung gede.","Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Nasya","2024-05-13T03:54:54.624Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNUOHVhWUZnEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNUOHVhWUZnEAE!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgICT8uaYFg%7CCgwIjp6GsgYQuOH-qQI%7C?hl=en","Google","103642316030332377423","5","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","TAUFIq 07","2024-05-12T12:48:13.074Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNUZ3FmZkVnEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNUZ3FmZkVnEAE!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgICTgqffEg%7CCgsIjfWCsgYQ4IOyIw%7C?hl=en","Google","112577777955599321434","5","West Java","Baguss baguss enak ademmm","Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Meilani Amalia","2024-05-08T18:06:50.085Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURqOTV6S05REAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURqOTV6S05REAE!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgIDj95zKNQ%7CCgsIuv7usQYQ8Mn5KA%7C?hl=en","Google","118182326889463878916","5","West Java","Tiket masuk Rp 18.500","Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","Iwan Ambari","2024-05-02T00:23:48.346Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURqbW9handnRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqbW9handnRRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgIDjmoajwgE%7CCgwIlLrLsQYQqKiPpQE%7C?hl=en","Google","105788471922664685294","5","West Java","Tempat healing dan adventure yg sangat cocok, dgn udara yang sejuk dan nyaman serta hutan pohon yg masih sangat rapat, bonus sungai air yg bersih dan curug yg menjadi tujuan","Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
"Cianjur Regency","ID","-6.7403353","107.0031164","fauzie hadianto","2024-04-29T11:07:19.622Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURqaEozYnlnRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqaEozYnlnRRAB!2m1!1s0x0:0xeee60501ca85e84f!3m1!1s2@1:CIHM0ogKEICAgIDjhJ3bygE%7CCgwI5_69sQYQsPDvqAI%7C?hl=en","Google","101494380375005326850","5","West Java",,"Pintu Masuk Pendakian Cibodas, TNGGP","https://www.google.com/maps/search/?api=1&query=Pintu%20Masuk%20Pendakian%20Cibodas%2C%20TNGGP&query_place_id=ChIJD_5q2360aS4RT-iFygEF5u4"
,,"-6.7691666","106.965","Irpan Herdian","2020-10-15T12:43:06.408Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURDdDRlbklBEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDdDRlbklBEAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCt4enIA%7CCgwI2oeh_AUQyOrTwgE%7C?hl=en","Google","110912840929242386699","4",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Dasamuka Sunarya","2020-10-11T19:16:56.551Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURDeTRLdFB3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDeTRLdFB3EAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCy4KtPw%7CCgwIqLSN_AUQ2LiChwI%7C?hl=en","Google","107203588467997709046","5",,"Indah sekali.. Bagi pecinta alam sangat cocok","Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Dikoy Tatto","2020-10-06T04:22:24.772Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDdGJmT3J3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDdGJmT3J3RRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCtbfOrwE%7CCgwIgOLv-wUQuIKc8AI%7C?hl=en","Google","110812976534235943678","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Jviadm tzy","2020-10-05T01:19:03.969Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDNWQ2S2lBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDNWQ2S2lBRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDC5d6KiAE%7CCgwIh-np-wUQ2NCWzgM%7C?hl=en","Google","101330682371383648806","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Agung Alviawan","2020-10-04T08:02:06.846Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURDeGJTck9BEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDeGJTck9BEAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCxbSrOA%7CCgwI_oLm-wUQgLHskwM%7C?hl=en","Google","117649982682310344915","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Abdul Syukur","2020-10-02T12:22:38.040Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURDNmI2VkhREAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDNmI2VkhREAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDC6b6VHQ%7CCgsIjrfc-wUQ4KWtEw%7C?hl=en","Google","107901008154528084610","1",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Bengkel Bintang Sepeda","2020-09-25T05:29:38.316Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURDcHAtYmZ3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDcHAtYmZ3EAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCpp-bfw%7CCgwIwoC2-wUQwJ_mlgE%7C?hl=en","Google","102029067146406440448","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Aslam Bima.R","2020-09-24T05:20:33.684Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDLXVYM3p3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDLXVYM3p3RRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDC-uX3zwE%7CCgwIodmw-wUQqJjPxgI%7C?hl=en","Google","109070685357327512378","5",,"Naik gunung tertinggi yang enak","Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","ANDIN CCTV","2020-09-23T16:02:05.278Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDdW9qQS1nRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDdW9qQS1nRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCuojA-gE%7CCgwI_eKt-wUQ8I7JhAE%7C?hl=en","Google","112550797024914567339","5",,"Tempat yg indah untuk berkemah","Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Mediyan syah","2020-09-21T12:57:34.065Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDOHV5NG9nRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDOHV5NG9nRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDC8uy4ogE%7CCgsIvsai-wUQ6L-3Hw%7C?hl=en","Google","113030848482745737802","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Ella Laelasari1999","2020-09-21T03:38:57.992Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDc3REenBBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDc3REenBBRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCstDzpAE%7CCgwI0cCg-wUQqMqm2QM%7C?hl=en","Google","111363871344252596413","4",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Muhammad alfiansyah","2020-09-20T12:15:45.359Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURDa3NEVldnEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDa3NEVldnEAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCksDVWg%7CCgwI8Y-d-wUQqNbBqwE%7C?hl=en","Google","109624230790125127533","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","sam sung","2020-09-20T01:11:18.209Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDb3BTUzhnRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDb3BTUzhnRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCopSS8gE%7CCgsIttia-wUQqJuGZA%7C?hl=en","Google","109696395721167115061","1",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Dilan Dilan","2020-09-16T08:55:29.065Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURDMU1fTllREAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDMU1fTllREAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDC1M_NYQ%7CCgsIgaaH-wUQyICYHw%7C?hl=en","Google","116143266882979296740","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","abdul malik","2020-09-16T02:16:08.857Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDMU16bm9nRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDMU16bm9nRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDC1MznogE%7CCgwI6OqF-wUQiMWNmQM%7C?hl=en","Google","101190817220902613595","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Gilar Damar","2020-09-13T12:58:06.040Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDbU96RWl3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDbU96RWl3RRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCmOzEiwE%7CCgsI3q74-gUQkKWoEw%7C?hl=en","Google","103951938463552461074","4",,"Great place..ademm","Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Muhammad abdul Azis","2020-09-13T12:03:10.775Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURDbVBDelpREAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDbVBDelpREAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDCmPCzZQ%7CCgwI_pT4-gUQqPb_8QI%7C?hl=en","Google","106132287194159191443","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Robben Prabaskara andias","2020-09-11T17:06:16.972Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDME43Vm5BRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDME43Vm5BRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDC0N7VnAE%7CCgwIiN3u-gUQsKnczwM%7C?hl=en","Google","115409638200248207384","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Irni Nuraeni","2020-09-11T14:44:25.814Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURDMFBDeDNRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDMFBDeDNRRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgIDC0PCx3QE%7CCgwIyZru-gUQ6LrFhAM%7C?hl=en","Google","100993696847445875703","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
