"city","countryCode","location/lat","location/lng","name","publishedAtDate","reviewContext/Can you share more about these topics?","reviewContext/Difficulty","reviewContext/Dog-friendliness","reviewContext/Fees","reviewContext/Parking","reviewContext/Parking options","reviewContext/Parking space","reviewContext/Picnic area","reviewContext/Playground","reviewContext/Public Transportation","reviewContext/Recommended activities","reviewContext/Restrooms","reviewContext/Route type","reviewContext/Time spent","reviewId","reviewUrl","reviewOrigin","reviewerId","stars","state","text","title","url"
,,"-6.7877778","106.9819444","Muhamad Fahri Farizi","2022-02-21T12:20:43.038Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNXZ3JUR3JBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXZ3JUR3JBRRAB!2m1!1s0x0:0x9e90d6a101b0bcfd!3m1!1s2@1:CIHM0ogKEICAgICWgrTGrAE%7CCgsIm4fOkAYQyMinEg%7C?hl=en","Google","108741690015546332287","5",,"Goks","Mount Gede","https://www.google.com/maps/search/?api=1&query=Mount%20Gede&query_place_id=ChIJETXyQTVLaC4R_bywAaHWkJ4"
,,"-6.7877778","106.9819444","Aka Hanafy","2022-02-18T16:08:00.926Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNXcExfUUJ3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXcExfUUJ3EAE!2m1!1s0x0:0x9e90d6a101b0bcfd!3m1!1s2@1:CIHM0ogKEICAgICWpL_QBw%7CCgwI4Ii_kAYQ2N_QuQM%7C?hl=en","Google","115750878473692435571","5",,,"Mount Gede","https://www.google.com/maps/search/?api=1&query=Mount%20Gede&query_place_id=ChIJETXyQTVLaC4R_bywAaHWkJ4"
,,"-6.7877778","106.9819444","AB ID Gameplay","2022-02-18T03:28:41.205Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNXaElQYXFBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXaElQYXFBRRAB!2m1!1s0x0:0x9e90d6a101b0bcfd!3m1!1s2@1:CIHM0ogKEICAgICWhIPaqAE%7CCgsI6aS8kAYQuO-KYg%7C?hl=en","Google","111670914854821291038","5",,,"Mount Gede","https://www.google.com/maps/search/?api=1&query=Mount%20Gede&query_place_id=ChIJETXyQTVLaC4R_bywAaHWkJ4"
,,"-6.7877778","106.9819444","M.Fadli Rahman","2022-02-15T01:48:36.863Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNXb091ZHlBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXb091ZHlBRRAB!2m1!1s0x0:0x9e90d6a101b0bcfd!3m1!1s2@1:CIHM0ogKEICAgICWoOudyAE%7CCgwI9IyskAYQ6ILmmwM%7C?hl=en","Google","109549580013572533554","5",,,"Mount Gede","https://www.google.com/maps/search/?api=1&query=Mount%20Gede&query_place_id=ChIJETXyQTVLaC4R_bywAaHWkJ4"
,,"-6.7877778","106.9819444","Ario Dhanang","2022-02-14T15:23:10.090Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNXZ0kzUC1RRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXZ0kzUC1RRRAB!2m1!1s0x0:0x9e90d6a101b0bcfd!3m1!1s2@1:CIHM0ogKEICAgICWgI3P-QE%7CCgsI3uepkAYQ0LuXKw%7C?hl=en","Google","108735687552606454240","5",,"Setinggi apapun kamu mendaki, tujuanmu tetaplah pulang ke rumah ❤","Mount Gede","https://www.google.com/maps/search/?api=1&query=Mount%20Gede&query_place_id=ChIJETXyQTVLaC4R_bywAaHWkJ4"
"Cianjur Regency","ID","-6.7871893","106.9927795","gawe ulin","2019-12-30T13:24:44.961Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURNcnZMRnJRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNcnZMRnJRRRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDMrvLFrQE%7CCgwInPWn8AUQqI-9ygM%7C?hl=en","Google","108575615077403553383","5","West Java","Dinginnya itu loh apalagi sedang berkabut","Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","teti herawati","2019-12-30T12:05:11.718Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURNcm9qTG9nRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNcm9qTG9nRRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDMrojLogE%7CCgwI98-n8AUQyLnI1gI%7C?hl=en","Google","106327465051533943243","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Ramadhan Rosuli","2019-12-29T18:12:53.908Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURNOXFyVjlBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNOXFyVjlBRRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDM9qrV9AE%7CCgwIpdmj8AUQkLv_sAM%7C?hl=en","Google","108253392716015027622","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Sopian 874","2019-12-29T18:07:39.801Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURNOW9xWnhBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNOW9xWnhBRRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDM9oqZxAE%7CCgwI69aj8AUQqM6S_gI%7C?hl=en","Google","116683357873580950612","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Maman Supratman","2019-12-28T03:24:05.577Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURNaHZudHh3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNaHZudHh3RRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDMhvntxwE%7CCgwI1ZWb8AUQiJu2kwI%7C?hl=en","Google","103592443424212032710","4","West Java","Banyak sampah","Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Mister Bio","2019-12-27T03:35:09.773Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURNMnFUXzl3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNMnFUXzl3RRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDM2qT_9wE%7CCgwI7feV8AUQ4JrV8AI%7C?hl=en","Google","113789881554922196486","5","West Java","Naiklah, makan kau akan jatuh cinta pada alam","Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Raya Rabbani","2019-12-24T17:41:33.228Z",,,,,,,,,,,,,,,"ChRDSUhNMG9nS0VJQ0FnSURNOHRBZBAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChRDSUhNMG9nS0VJQ0FnSURNOHRBZBAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDM8tAd%7CCgsIzZuJ8AUQiM_5bA%7C?hl=en","Google","102671110773783101641","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Elfani Fauziah","2019-12-22T08:54:43.813Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURNZ3BxMVh3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURNZ3BxMVh3EAE!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDMgpq1Xw%7CCgwI09787wUQ8M74gwM%7C?hl=en","Google","110858581789704539866","4","West Java","Cantik","Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","09_ Ido Zakharia Simbolon","2019-12-22T01:03:51.945Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURNX1BHTlR3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURNX1BHTlR3EAE!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDM_PGNTw%7CCgwI94H77wUQ-KP9wgM%7C?hl=en","Google","109829847214470726641","5","West Java","Mt gunung gede pangrango jawa barat","Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Andree Low","2019-12-18T06:26:10.702Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURNMVA3NUtBEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURNMVA3NUtBEAE!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDM1P75KA%7CCgwIgo3n7wUQuMfrzgI%7C?hl=en","Google","110602664849387772040","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Aldy Meidianto","2019-12-18T03:51:43.342Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURNMU1TQkZ3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURNMU1TQkZ3EAE!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDM1MSBFw%7CCgwIz8Tm7wUQ2KSRowE%7C?hl=en","Google","100094376096782721340","5","West Java","Syahdu  🍃","Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","WARTONO WARWAR","2019-12-17T13:19:43.802Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURNNU1LUjl3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNNU1LUjl3RRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDM5MKR9wE%7CCgwI76vj7wUQiLni_gI%7C?hl=en","Google","105797765152982367312","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Fajar dwi prayoga","2019-12-14T17:56:33.592Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURNeUxqQmlnRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURNeUxqQmlnRRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgIDMyLjBigE%7CCgwI0cTU7wUQyLWtmgI%7C?hl=en","Google","109164874482156616094","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Imam Udin","2019-12-12T02:58:52.155Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNNXzlub1R3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNNXzlub1R3EAE!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgICM_9noTw%7CCgsI7NnG7wUQuOuASg%7C?hl=en","Google","105615176851020728503","5","West Java","Dinginnya kaya sikap doi klo lg ngambek","Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Udin Rosidin","2019-12-11T11:15:15.339Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNNMzVDNFBBEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNNMzVDNFBBEAE!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgICM35C4PA%7CCgwIw5_D7wUQiKvjoQE%7C?hl=en","Google","105366188676407485510","4","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Angger Faturrahman","2019-12-11T10:27:58.702Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNNbjhlWXJ3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNNbjhlWXJ3RRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgICMn8eYrwE%7CCgwIronD7wUQ0JX5zgI%7C?hl=en","Google","100982454584688851747","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Ronaldrock Onradio","2019-12-08T16:38:35.261Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNNcF8zSFp3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNNcF8zSFp3EAE!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgICMp_3HZw%7CCgsIi8607wUQqIzAfA%7C?hl=en","Google","100779684420942015028","4","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","Mas Khan","2019-12-06T02:33:20.916Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNNcV9Ec2hBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNNcV9Ec2hBRRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgICMq_DshAE%7CCgwI8Pum7wUQwJ_3tAM%7C?hl=en","Google","113661397507514780722","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","ridho Wibisono","2019-12-01T08:46:56.242Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNNN2QydU5REAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNNN2QydU5REAE!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgICM7d2uNQ%7CCgsIgPyN7wUQqInccw%7C?hl=en","Google","101376288378836560387","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
"Cianjur Regency","ID","-6.7871893","106.9927795","dominika leonarda","2019-11-30T08:29:55.331Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNNamViempBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNNamViempBRRAB!2m1!1s0x0:0xaacce07ab7d77a1c!3m1!1s2@1:CIHM0ogKEICAgICMjebzjAE%7CCgwIg9GI7wUQ4PiRngE%7C?hl=en","Google","112229197646569434018","5","West Java",,"Alun-Alun Timur Gunung Gede Pangrango","https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Timur%20Gunung%20Gede%20Pangrango&query_place_id=ChIJR2yWPE1LaC4RHHrXt3rgzKo"
,,"-6.7691666","106.965","Wishnu Maesa","2022-12-28T21:45:15.289Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNCaWE2dV93RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCaWE2dV93RRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgICBia6u_wE%7CCgwI6_GynQYQyJCfigE%7C?hl=en","Google","116963933176219324950","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Andiyansyah","2022-12-25T02:32:04.295Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNCdHNtYW53RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCdHNtYW53RRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgICBtsmanwE%7CCgwIpOyenQYQyPzyjAE%7C?hl=en","Google","104458995102639765331","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","RETNO EKAWATI","2022-12-21T14:28:07.518Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNCc3F5aHdnRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCc3F5aHdnRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgICBsqyhwgE%7CCgwI96-MnQYQuJ2H9wE%7C?hl=en","Google","100346273534130845536","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Zcailham Kopi (Zcailhamkopi)","2022-12-19T17:23:36.890Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNCbk9tSlFREAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCbk9tSlFREAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgICBnOmJQQ%7CCgwImLyCnQYQqJfNqAM%7C?hl=en","Google","111838569431217615341","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Rust eze","2022-12-19T16:54:57.079Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNCbkpiTjVRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCbkpiTjVRRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgICBnJbN5QE%7CCgsI4a6CnQYQiMWBJg%7C?hl=en","Google","117056423125137855438","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Adi Koernia","2022-12-13T06:17:18.227Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUQtbjlDZjZRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQtbjlDZjZRRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgID-n9Cf6QE%7CCgsI7rHgnAYQsKyfbA%7C?hl=en","Google","109768288633632719188","5",,"Nikmat Mana Yang Engkau Dustakan 😇","Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Novita Jentera","2022-12-01T13:07:10.614Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUQtd1lUeE13EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtd1lUeE13EAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgID-wYTxMw%7CCgwI_s2inAYQ6KqapQI%7C?hl=en","Google","108397444562563681401","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","فهد الكليبي","2022-12-01T03:28:48.097Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUQtX3V6N2hBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQtX3V6N2hBRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgID-_uz7hAE%7CCgsI8L6gnAYQ-Ou_Lg%7C?hl=en","Google","108415701158868912804","4",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","akuro moto","2022-11-30T20:31:49.896Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUQtdnNENmJ3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtdnNENmJ3EAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgID-vsD6bw%7CCgwItfuenAYQ4P7TqwM%7C?hl=en","Google","111270447236131914130","5",,"Baru pertama x naik gunung, ternyata ga segampang dlm pikiran, capeknya ora umum, kapok? Engga, pengen balik lg,","Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","RAHEF 76","2022-11-26T23:18:53.603Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUQtcXQzV0p3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtcXQzV0p3EAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgID-qt3WJw%7CCgwI3b2KnAYQyMjrnwI%7C?hl=en","Google","110103562518033843664","5",,"Masuk list tempat wisata favorit","Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","M.Yasin M.Yasin","2022-11-25T04:50:37.644Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUQtb3BuNWFREAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtb3BuNWFREAE!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgID-opn5aQ%7CCgwInZOBnAYQoMqXswI%7C?hl=en","Google","107870044875888334430","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
,,"-6.7691666","106.965","Rizki Lestari","2022-11-23T12:42:41.825Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUQtN01pNjhRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQtN01pNjhRRRAB!2m1!1s0x0:0x74a5dde4ece84971!3m1!1s2@1:CIHM0ogKEICAgID-7Mi68QE%7CCgwIwar4mwYQyPHDiQM%7C?hl=en","Google","104162165571178636672","5",,,"Pangrango","https://www.google.com/maps/search/?api=1&query=Pangrango&query_place_id=ChIJ5Z5Sh960aS4RcUno7OTdpXQ"
