reviewId,nama_gunung,text,stars,name
ChZDSUhNMG9nS0VJQ0FnSURVZ2E2dFpBEAE,gunung cikuray,,5,Ari Kurniawan
ChZDSUhNMG9nS0VJQ0FnSURVX3ZuUUhBEAE,gunung cikuray,,1,Dede Hendrik
ChZDSUhNMG9nS0VJQ0FnSURVdnBhdWRnEAE,gunung cikuray,,5,Pikri Ali
ChZDSUhNMG9nS0VJQ0FnSURVdG9fME9BEAE,gunung cikuray,,4,Sahlan_AS
ChdDSUhNMG9nS0VJQ0FnSURVLXYteDNnRRAB,gunung cikuray,Treknya wow..,5,Intan Maharani
ChZDSUhNMG9nS0VJQ0FnSURVaXNXRVJnEAE,gunung cikuray,Untuk yg mau naik k gn.cikuray siapkan fisik karena trek k puncak lumayan berat,5,Ari
ChdDSUhNMG9nS0VJQ0FnSURVc3FxS3F3RRAB,gunung cikuray,,4,Yunangsih Budiawan
ChZDSUhNMG9nS0VJQ0FnSURVX0t1UlpBEAE,gunung cikuray,この山のテッペンに行く迄はどれだけ大変なのか知らない方がベストだと思います。ですが、てっぺんから日登る景色がどれだけきれいなのか皆さんの目で拝見していただきたい,4,Haris Herdiana
ChdDSUhNMG9nS0VJQ0FnSURVdlBLZm53RRAB,gunung cikuray,tempat nya indah banget😍😘😘😘,5,Muhlis Sandi
ChZDSUhNMG9nS0VJQ0FnSURVbktXeGNBEAE,gunung cikuray,,5,nu na
ChZDSUhNMG9nS0VJQ0FnSURVaE9TQU1nEAE,gunung cikuray,Otot kaki kaya otot kuda,5,Andias Wening Pambudi
ChdDSUhNMG9nS0VJQ0FnSURVbUtpM3Z3RRAB,gunung cikuray,,5,Arjun Anwar Sasongko
ChdDSUhNMG9nS0VJQ0FnSURVcU5qN2xBRRAB,gunung cikuray,Jangan khawatir ga ada samudra awan dan jangan berharap dapet sunrise kalo kamu kebluk disuhu dingin kaya aku,5,octavarium 8
ChdDSUhNMG9nS0VJQ0FnSURVeUpQaDVBRRAB,gunung cikuray,Gunung yg bertive stratovolcano ini cukup membuat anda ketagihan untuk datang berkali kali.,5,cacad Pedut
ChZDSUhNMG9nS0VJQ0FnSURVaUpYdENREAE,gunung cikuray,,4,aris raharjo
ChdDSUhNMG9nS0VJQ0FnSURVME9MRXpnRRAB,gunung cikuray,Keren banget via kiara janggot jalur masih asri alami track mantab abis kecil kecil cabe rawit,5,Ar Ni
ChZDSUhNMG9nS0VJQ0FnSURVb01MdGJBEAE,gunung cikuray,Senja,4,Harry Maulana
ChdDSUhNMG9nS0VJQ0FnSURVZ0pQWXlnRRAB,gunung cikuray,,5,azis ichsan
ChZDSUhNMG9nS0VJQ0FnSUNVdjdXMEtREAE,gunung cikuray,Pemandangan samudera awannya keren tapi treknya sadis. Hati2 sama bagong,5,Maulinuri Gandasari
ChZDSUhNMG9nS0VJQ0FnSUNVMzhxSEdnEAE,gunung cikuray,,5,Elly Ardini
ChdDSUhNMG9nS0VJQ0FnSUNVMy16OXBnRRAB,gunung cikuray,,5,Andi Suryadi
ChdDSUhNMG9nS0VJQ0FnSUNVOV9hUzZnRRAB,gunung cikuray,Kemarin lewat jalur pemancar cobain jalur cihuy pertama kali kerasa tuh ping ping serasa digoyang dangdut cihuy wkwk,5,Adi
ChdDSUhNMG9nS0VJQ0FnSUNVdF9LYnNBRRAB,gunung cikuray,Trek yang menantang dan pemandangan yang baguss sejuk,5,valeri william
ChZDSUhNMG9nS0VJQ0FnSUNVcDZXMU5REAE,gunung cikuray,Badai nya mantap,4,Aditia Darma
ChZDSUhNMG9nS0VJQ0FnSUNVcDU2S1JnEAE,gunung cikuray,"puncaknya mantep banget buat ngopi, bikin nagih pengen naik lagi...",5,Cody 02
ChZDSUhNMG9nS0VJQ0FnSUNVeDltZ0hBEAE,gunung cikuray,,5,Muhamad Eka
ChdDSUhNMG9nS0VJQ0FnSUNVNjZXYXVRRRAB,gunung cikuray,,5,aindini zakysidah
ChdDSUhNMG9nS0VJQ0FnSUNVcTYycXZ3RRAB,gunung cikuray,"Mantap gunung nya ,",5,Farah Mira Rosita
ChdDSUhNMG9nS0VJQ0FnSUNVaTQyWmlBRRAB,gunung cikuray,Matull 👍,5,Mohamad Irpan Hermawan
ChdDSUhNMG9nS0VJQ0FnSUNVbzc3MHN3RRAB,gunung cikuray,,5,Mohilman
ChdDSUhNMG9nS0VJQ0FnSUNVdzcyRGx3RRAB,gunung cikuray,Tanjakannya mantap,5,Miftah Rosihul Ilmi
ChZDSUhNMG9nS0VJQ0FnSUNVM2Z1aUVnEAE,gunung cikuray,,5,Abi Priatna
ChZDSUhNMG9nS0VJQ0FnSUNVeGRfRmZREAE,gunung cikuray,,5,Wisesa Agung
ChdDSUhNMG9nS0VJQ0FnSUNVLWFYRXpBRRAB,gunung cikuray,,3,Mahesa Naufal
ChZDSUhNMG9nS0VJQ0FnSUNVLWRUTEdnEAE,gunung cikuray,,3,Dewi Nai
ChdDSUhNMG9nS0VJQ0FnSUNVdVpTMTZBRRAB,gunung cikuray,,5,Novi Herdiyani
ChZDSUhNMG9nS0VJQ0FnSUNVcVkySFRBEAE,gunung cikuray,"Saya masih ingin mengunjunginya, trex nya gk kejam² banget tapi view nya mantap",5,Naz abdul nashir
ChZDSUhNMG9nS0VJQ0FnSUNVeWZLVWFREAE,gunung cikuray,,5,Ronal Akbar
ChdDSUhNMG9nS0VJQ0FnSUNVeVpETnZ3RRAB,gunung cikuray,Recomend West java,5,Arizqi Faisal Fajri
ChdDSUhNMG9nS0VJQ0FnSUNVMGVlWXlRRRAB,gunung cikuray,"Gunung pertama yang saya daki, dan banyak pelajaran yang saya ambil dari tempat ini...
Indah banget...",5,Megaw N
ChZDSUhNMG9nS0VJQ0FnSUNVX3ViZmRnEAE,gunung cikuray,,5,Rajawali 7
ChdDSUhNMG9nS0VJQ0FnSUNVb29XVS1RRRAB,gunung cikuray,,5,Darlin Azkaazkiya
ChdDSUhNMG9nS0VJQ0FnSUNVN09qbDN3RRAB,gunung cikuray,Pemandangan bagus,5,Dwi Cahyo Purnomo
ChdDSUhNMG9nS0VJQ0FnSUNVOE12WXpBRRAB,gunung cikuray,Negeri atas awan,4,Langits Biru
ChdDSUhNMG9nS0VJQ0FnSUNVa05lMHNRRRAB,gunung cikuray,Gunung terbaik buat sunrise atau sunset viewnya ngajak brantem,5,Nat Nat
ChZDSUhNMG9nS0VJQ0FnSUNVNElldVJREAE,gunung cikuray,Jauh ceritanya,5,Ramadhan Permana P
ChZDSUhNMG9nS0VJQ0FnSURrOTlUU09nEAE,gunung cikuray,,5,kaRed0xX
ChZDSUhNMG9nS0VJQ0FnSURrcDhmckx3EAE,gunung cikuray,Wooowww . Loba banyak !!!,5,Yogi Bachtiar
ChZDSUhNMG9nS0VJQ0FnSURrcDRqX013EAE,gunung cikuray,,1,hafidzul ahkam al-Faruq ali
ChdDSUhNMG9nS0VJQ0FnSURreTlmaDRBRRAB,gunung cikuray,ngopi di atas awan,4,DISTRIBUTOR RESMI BHARATA HERBAL
ChZDSUhNMG9nS0VJQ0FnSURrczRlYlNBEAE,gunung cikuray,otw kesana,1,Fredy Kurniawan
ChdDSUhNMG9nS0VJQ0FnSURrNDVxMjF3RRAB,gunung cikuray,,5,Arin Hendra Kurniawan
ChdDSUhNMG9nS0VJQ0FnSURrdzlIZzZ3RRAB,gunung cikuray,,5,Bang Uta
ChdDSUhNMG9nS0VJQ0FnSURrX1lXdnJ3RRAB,gunung cikuray,,5,Audya Octari
ChZDSUhNMG9nS0VJQ0FnSURrdmZLVk5nEAE,gunung cikuray,"Mantap.. track nya lumayan lah menurut saya mah..
Enaknya dari tempat camp ke puncak dket banget 5-2 menitan bahkan di puncaknya juga bisa camp cuma takut ada badai saja.. + ada yang jualan baso cuangki, tahu bulat & souvenir",5,Ridwan M
ChZDSUhNMG9nS0VJQ0FnSURrbmNEV01REAE,gunung cikuray,Bukan hanya sekedar alam yang di dapat tapi kebersamaan itu yang lebih penting,5,Rifki Sirojudin
ChdDSUhNMG9nS0VJQ0FnSURrOWN5ZmhRRRAB,gunung cikuray,Mantul,5,edward rizky ramadhan
ChdDSUhNMG9nS0VJQ0FnSURrcGFIajFRRRAB,gunung cikuray,,1,Sahrul Ilham
ChZDSUhNMG9nS0VJQ0FnSURrcFlpcUhREAE,gunung cikuray,,2,Levi Aot
ChdDSUhNMG9nS0VJQ0FnSURrOGFtWHB3RRAB,gunung cikuray,Itu  gunug nya deket kp saya 😍😍😍😍,5,Dikdik Alfandi
ChZDSUhNMG9nS0VJQ0FnSURrM3BULU1nEAE,gunung cikuray,Masyaa Allah. Ingin balik lagi kesini. Jangan lupa follow ig ku hehe,5,Rodiyatussolihah
ChdDSUhNMG9nS0VJQ0FnSURrbnFqb2xnRRAB,gunung cikuray,"gunung yang keren, dan hati hati dengan babi nya",5,irfan arifin
ChdDSUhNMG9nS0VJQ0FnSURrMHBfMmt3RRAB,gunung cikuray,,5,Audrey Nisa
ChdDSUhNMG9nS0VJQ0FnSURrX0l6Q3lnRRAB,gunung cikuray,"Kurang mantap ,,gk ada mata air disanamh",3,Red One10 Channel
ChZDSUhNMG9nS0VJQ0FnSURrdkw3NEd3EAE,gunung cikuray,,5,salma ainunnisa
ChZDSUhNMG9nS0VJQ0FnSURrLU9hdlpBEAE,gunung cikuray,"Indah
Semoga bisa kesana",4,Enii Retnowati
ChdDSUhNMG9nS0VJQ0FnSURrMlBIbW5nRRAB,gunung cikuray,,1,Asep Asad
ChZDSUhNMG9nS0VJQ0FnSUNrNGFuekZ3EAE,gunung cikuray,"Bagus sekali.
..pengen kesana ah",5,Timo Ryu
ChdDSUhNMG9nS0VJQ0FnSURFdFk3MWl3RRAB,gunung cikuray,,5,Thio Bahari
ChZDSUhNMG9nS0VJQ0FnSURFbGRMTE9BEAE,gunung cikuray,,5,Nganjang Adventure
ChZDSUhNMG9nS0VJQ0FnSURFaHNtZENnEAE,gunung cikuray,,5,regi nursandi
ChdDSUhNMG9nS0VJQ0FnSUNFcnFlNzhBRRAB,gunung cikuray,Pemandangan nya indah,5,ZamAzmi NR
ChZDSUhNMG9nS0VJQ0FnSUNFa3ZEUWVREAE,gunung cikuray,"cikuray, gunung yang begitu jarang mendapatkan cerahnya pemandangan. karna didominasi oleh kabut dan hujan seperti hati yang penuh dengan kenangan",5,f distorsi
ChZDSUhNMG9nS0VJQ0FnSUQ0MW9HbWNBEAE,gunung cikuray,,5,Ferdinand Michael
ChZDSUhNMG9nS0VJQ0FnSUQ0eHIyMEZBEAE,gunung cikuray,Ga akan nyeselkalau udah sampai puncak.,4,Setiadi Zainal
ChZDSUhNMG9nS0VJQ0FnSUQ0d3B5MEpREAE,gunung cikuray,Wihh mantap lahh edan pemandangan di puncak nya samudera awan,5,rizki syahiir
ChZDSUhNMG9nS0VJQ0FnSUQ0a0xUdFNREAE,gunung cikuray,"Save Cikuray , stop buang sampah di gunung Cikuray
jangan ambil apapun selain gambar
jangan tinggalkan apapun selain jejak
jangan bunuh apapun kecuali waktu",5,Mang Iyyeh One
ChZDSUhNMG9nS0VJQ0FnSUM0NzViR0p3EAE,gunung cikuray,,5,YUDI IGTKI
ChdDSUhNMG9nS0VJQ0FnSUM0cV9DNS1BRRAB,gunung cikuray,"Trek perjalanan mantap, sunrise puncak mantap..",5,jakaria 201
ChZDSUhNMG9nS0VJQ0FnSUM0amJub1FnEAE,gunung cikuray,Very nice,5,Radek Michenka
ChZDSUhNMG9nS0VJQ0FnSUM0dGFYOEVREAE,gunung cikuray,,5,lenisri agustiani
ChZDSUhNMG9nS0VJQ0FnSUM0dGNtVkxBEAE,gunung cikuray,Luar biasa... hanya ini yg ku dapat..,5,Nana Winarno
ChdDSUhNMG9nS0VJQ0FnSUM0NWRLWmpRRRAB,gunung cikuray,mt paling asik,5,Sandy Ragil
ChZDSUhNMG9nS0VJQ0FnSUM0LWQzT1lREAE,gunung cikuray,,5,Abul Haries
ChZDSUhNMG9nS0VJQ0FnSUM0NmNIV2JBEAE,gunung cikuray,Asuk,5,Muhammad Akbar Aditya Putra
ChdDSUhNMG9nS0VJQ0FnSUM0MFlPZ2xRRRAB,gunung cikuray,"Mantap anjayy buas banget pas sampai di puncaknya, kalau rute nya via carik enak jalannya harga masuknya juga terjangkau kisaran 5-10 ribu.",5,Alwi Awwaluddin
ChZDSUhNMG9nS0VJQ0FnSUM0Z2NMRWZnEAE,gunung cikuray,,4,Syaid Madon123
ChZDSUhNMG9nS0VJQ0FnSUM0cnBUS01BEAE,gunung cikuray,Bagus,5,Budi Harto Budi Abuy
ChZDSUhNMG9nS0VJQ0FnSUM0ek9LMkNREAE,gunung cikuray,Luarbiasa,5,World Live Happy
ChZDSUhNMG9nS0VJQ0FnSUM0LU5HcEJBEAE,gunung cikuray,,5,Annisa Pratiwi
ChZDSUhNMG9nS0VJQ0FnSUM0Mkx5TmR3EAE,gunung cikuray,,5,Razaan Azra
ChdDSUhNMG9nS0VJQ0FnSURZbl91dWdnRRAB,gunung cikuray,"First climbing
Kita bukan alayers yg pindah ke gunung,
Yang cuma naek gunung trs ngeksis foto"" pake kertas biar di bilang pecinta alam,
Kita semua menjaga tata tertib yg ada di sana dan juga jaga lingkungan sekitar, bawa kembali sampah-sampah bekas kita yg segambreng, ke pos pertama tempat penampungan sampah.
.
Kemanapun kalian semua pergi baik ke gunung, maupun pantai sekalipun, patuhi tata tertib yang ada buanglah sampah pada tempatnya.
Nyampah itu nggak keren brooh!!!!
Yang keren itu kita-kita.😁😁😂",5,yoyo kuswoyo
ChdDSUhNMG9nS0VJQ0FnSURZNy1lY2dnRRAB,gunung cikuray,,5,Malvin Delius
ChZDSUhNMG9nS0VJQ0FnSURZaDRLNUpREAE,gunung cikuray,,5,Nasywa Chintami Rahmadani Putri
ChdDSUhNMG9nS0VJQ0FnSURZdTczNHZRRRAB,gunung cikuray,,5,Rainer Fauzini
ChZDSUhNMG9nS0VJQ0FnSURZMjZXQWJ3EAE,gunung cikuray,"Tempat ini berkesan dan yang jelas bakal selau ingat karena pertama kali mendaki Gunung ya disini. Meskipun pada awal pendakian berat sekali karena baru pertama naik dan kondisi waktu itu hujan di sepanjang jalan tapi semua itu terbayar lunas ketika pertama kalinya menginjakan kaki di Puncak Gunung Cikuray, panorama alamnya yang indah dibalut dengan lautan awan yang mempesona. Gak nyesel naik Gunung lagi.",5,Ervan Permana
ChZDSUhNMG9nS0VJQ0FnSURZMl9uMlhREAE,gunung cikuray,"Gunung yang bakal bikin ngeluh sepanjang perjalanan, gunung yang lumayan ngetes dengkul, tapi lelahnya akan terbayar lunas kalo pemandangannya ajib. Semoga tetap lestari!!!",5,Agung Budi Santoso
ChZDSUhNMG9nS0VJQ0FnSURZX2RQNEJREAE,gunung cikuray,Gunung Favorit,5,sopiana hersan
ChZDSUhNMG9nS0VJQ0FnSURZMVlMX2VREAE,gunung cikuray,,5,Tika kartika
ChZDSUhNMG9nS0VJQ0FnSURZd2FhZElBEAE,gunung cikuray,,3,kucing86 Sehat
ChdDSUhNMG9nS0VJQ0FnSURZanNMZHlnRRAB,gunung cikuray,,5,Algy Surya Firdaus
ChdDSUhNMG9nS0VJQ0FnSURZaXVYR293RRAB,gunung cikuray,alam indah mempesona....wahai pendaki sekalian...mari kita jaga kebersihan gunung indah itu...,5,Dody 13
ChZDSUhNMG9nS0VJQ0FnSURZOG9TdEhnEAE,gunung cikuray,Sesuai peringkat gunung tertinggi kedua di jabar.,5,Bayu aji (boy)
ChdDSUhNMG9nS0VJQ0FnSURZMHBHa19RRRAB,gunung cikuray,,1,Sri Muna Meilani
ChdDSUhNMG9nS0VJQ0FnSURZbEplYXd3RRAB,gunung cikuray,Kalau hujan nyiksa banget,3,Adam Achmad affandi
ChZDSUhNMG9nS0VJQ0FnSURZbE9lR0VBEAE,gunung cikuray,Terbaik. Gunung tertinggi di Garut... Sangat menantang dan penuh perjuangan... Sebaiknya pemda menyediakan kereta gantung untuk para pendaki terutama pendaki wanita.... Instagram: zhulfikris,5,Zhulfikris
ChdDSUhNMG9nS0VJQ0FnSURZLU1Icm1nRRAB,gunung cikuray,,5,083825299505 Seven hardiansyah
ChZDSUhNMG9nS0VJQ0FnSURZbU1HNWFnEAE,gunung cikuray,Salah satu gunung yang bagus untuk di daki,4,Yayu Wahyudin
ChZDSUhNMG9nS0VJQ0FnSURZaU9UZkZnEAE,gunung cikuray,trek yang cukup menantang,5,ghofar alhajiz
ChZDSUhNMG9nS0VJQ0FnSUNZbjZTdEl3EAE,gunung cikuray,,5,Falah Nugraha
ChdDSUhNMG9nS0VJQ0FnSUNZOV9xZ3hRRRAB,gunung cikuray,"Uhhh capek, tapi menyenangkan",5,wisnu sopian
ChZDSUhNMG9nS0VJQ0FnSUNZbF9HRU53EAE,gunung cikuray,,1,moh. Febriyana Febri
ChZDSUhNMG9nS0VJQ0FnSUNZcF9DamNBEAE,gunung cikuray,Keren gunungnya gokil apalagi lewat kiara janggot,5,Rezazein_
ChZDSUhNMG9nS0VJQ0FnSUNZeTU3N1dREAE,gunung cikuray,"Via pemancar nanjak terus
Banyak babinya",5,HAN IS MY NAME 4739
ChdDSUhNMG9nS0VJQ0FnSUNZczR6X2dnRRAB,gunung cikuray,,5,Andrian Kurnia ramadhan
ChZDSUhNMG9nS0VJQ0FnSUNZLWZLTVRREAE,gunung cikuray,,5,zx zephys
ChZDSUhNMG9nS0VJQ0FnSUNZc2REN01BEAE,gunung cikuray,gunung paporit ...,5,OQ bolu
ChZDSUhNMG9nS0VJQ0FnSUNZNGVPQk5nEAE,gunung cikuray,OK,5,M FAJAR
ChdDSUhNMG9nS0VJQ0FnSUNZb2R1RWx3RRAB,gunung cikuray,Indah,4,romi rajayu
ChdDSUhNMG9nS0VJQ0FnSUNZbXRxM3FBRRAB,gunung cikuray,Inilah gunung tertiggi di garut. Jika ingin mendaki dan merasakan keindahan alam garut silahkan .cuma satu pesan jagalah alam kita.,5,S1 2
ChdDSUhNMG9nS0VJQ0FnSUNZa3EtcW1BRRAB,gunung cikuray,,5,Fahmi Lubis
ChdDSUhNMG9nS0VJQ0FnSUNZa3R1YTZ3RRAB,gunung cikuray,qaqqaqa,5,Dafa Saputra
ChZDSUhNMG9nS0VJQ0FnSUNZd29fTERnEAE,gunung cikuray,"Gunung cikuray adalah atapnya kota garut.  Gunung yang selalu di tutupi kabut. Yang mendapatkan view samudra awan di gunung ini hanyalah orang"" yang beeruntung saja.",5,Ahmed Fajrul Ilmi
ChdDSUhNMG9nS0VJQ0FnSUNZM05Hb29BRRAB,gunung cikuray,Love,5,Adam Wardani
ChdDSUhNMG9nS0VJQ0FnSUNZbE11dWlBRRAB,gunung cikuray,,5,Yudi Ariyanto
ChdDSUhNMG9nS0VJQ0FnSUNZcE8tYTdnRRAB,gunung cikuray,,4,rizal maulana
ChdDSUhNMG9nS0VJQ0FnSUNZLVBhVS1RRRAB,gunung cikuray,"Gunung Cikuray atau Cikurai (Aksara Sunda Baku: ᮌᮥᮔᮥᮀ ᮎᮤᮊᮥᮛᮄ) adalah sebuah gunungbertipe Stratovolcano yang terletak di Dayeuhmanggung, Kabupaten Garut, Jawa Barat, Indonesia. Gunung Cikuray yang mempunyai ketinggian 2.821 meter di atas permukaan laut ini tidak mempunyai kawah aktif dan merupakan gunung tertinggi keempat di Jawa Barat setelah Gunung Ciremai, Gunung Pangrango dan Gunung Gede. Gunung ini berada di perbatasan kecamatan Bayongbong dari sini bisa naik melalui jalur Cilegug atau kampung Jambansari dekat markas HdG Team, Cikajang, Kiara Janggot dan Dayeuhmanggung. Iklim di daerah Gunung Cikuray dan sekitarnya dikategorikan sebagai daerah beriklim tropis basah (humid tropical climate). Curah hujan di sekitar Gunung Cikuray mencapai 3500-4000mm dengan kalkulasi bulan basah 9 bulan dan bulan kering 3 bulan dan juga variasi temperaturdari 10º C hingga 24º C.

Beberapa naskah kuno menyebut Gunung Cikuray sebagai Gunung Srimanganti atau Srimanganten. Sekitar abad ke-17, lereng Gunung Cikuray menjadi mandala, yaitu pusat pertapaan para pendeta dan kegiatan tulis menulis kerajaan Padjadjaran. Bukti-bukti tertulis mengenai mandala ini masih tersimpan di sebuah cagar budaya Ciburuy di Kecamatan Cigedug.",5,Wardoyo Sixmarch
ChZDSUhNMG9nS0VJQ0FnSUNZLVBqUktBEAE,gunung cikuray,"Nanjak terus, 😀 engga ada bonusnya",5,DR WN
ChdDSUhNMG9nS0VJQ0FnSUNZME5IeG93RRAB,gunung cikuray,,5,Firman Hisyam Sutanto
ChdDSUhNMG9nS0VJQ0FnSURvMzZuX2d3RRAB,gunung cikuray,Terima kasih Gn. Cikuray begitu panyak pengalaman yang kau berikan.,5,Ai Siti Ahadyah
ChdDSUhNMG9nS0VJQ0FnSURvdDkydjBBRRAB,gunung cikuray,Amazing,4,Ai Hermi Hurriyatun Nisa
ChdDSUhNMG9nS0VJQ0FnSURvNThqYnFRRRAB,gunung cikuray,,5,Tomi Tompelmini
ChdDSUhNMG9nS0VJQ0FnSURveDd6YW1RRRAB,gunung cikuray,Treck yg menantang,5,Ferry Hidayat
ChdDSUhNMG9nS0VJQ0FnSURvaDQ3b2tnRRAB,gunung cikuray,Lautan awan,5,Muhammad Reza
ChZDSUhNMG9nS0VJQ0FnSURvaC1Ta1N3EAE,gunung cikuray,"banyak pungli nyaaaa,,,,,,kuta butuh yg resmi dan jelas untuk pengeluaran uang",2,Ilhamtri s
ChZDSUhNMG9nS0VJQ0FnSURvczlmN0l3EAE,gunung cikuray,Enjoy your life,5,Faisal Hidayatulloh
ChdDSUhNMG9nS0VJQ0FnSURvZzk2MzhRRRAB,gunung cikuray,,5,Azhar Raiis
ChZDSUhNMG9nS0VJQ0FnSURvZ1liM2V3EAE,gunung cikuray,,5,Ghina Fathiya
ChdDSUhNMG9nS0VJQ0FnSURvX3RlNDh3RRAB,gunung cikuray,,4,Imat zu
ChZDSUhNMG9nS0VJQ0FnSURvM3BuOVFnEAE,gunung cikuray,"Termasuk salah satu puncak tertinggi di jawa barat, terkenal juga samudera awannya dan memiliki keindahan yg masih terjaga, sehingga masih sering ditemukannya babi hutan pada saat pendakian berlangsung, adapun sekarang ada beberapa jalur untuk sampai ke puncak, mulai dari pemancar hingga linggarjati, adapun akses untuk ke basecamp dapat dilalui melalui roda dua maupun roda empat. Yang pasti gabakalan kecewa kalo udah coba ke gunung cikuray pasti bakal disuguhi pemandangan yang indah",5,Hadian Rahmat
ChdDSUhNMG9nS0VJQ0FnSURvM283TTNBRRAB,gunung cikuray,"Salah satu gunung pendakian yang ada di garut, ada tower sctv kalo gasalah ya lupa. Terdiri dari 8 pos pendakian",5,Raden Atmaja
ChZDSUhNMG9nS0VJQ0FnSURvbnN6UEZnEAE,gunung cikuray,Bagus,5,toto sugianto
ChdDSUhNMG9nS0VJQ0FnSURvanBiTjFnRRAB,gunung cikuray,Gunung yang ada di garut adalah gunung yg paling tinggi namun banyk yg sudah menapakan kaki sampai ke puncaknya dan semua orang bisa ke sana,4,Cintailah ibumu
ChZDSUhNMG9nS0VJQ0FnSURvcFBfeVJBEAE,gunung cikuray,"There are 3 ways to get here via Cilawu, Bayongbong, or Kiara Jenggot.  The track will be difficult for newbie hikers, and difficult for find water in this mountain.",5,Julia Kaban
ChZDSUhNMG9nS0VJQ0FnSURvLUlqQ09nEAE,gunung cikuray,,5,Juple _221
ChdDSUhNMG9nS0VJQ0FnSURvME9td2d3RRAB,gunung cikuray,"Gunung Cikuray adalah gunung yang memiliki ketinggian 2.821 m dpl dan merupakan gunung tertinggi keempat di Jawa Barat setelah Gunung Gede, Gunung Pangrango dan Gunung Ciremai. Tidak mudah memang melakukan pendakian gunung tertinggi keempat ini jika tidak mengetahui peta jalur pendakian, untuk itu cikasur akan memberikan informasi beberapa jalur pendakian yang bisa kalian lalui bersama rombongan pendaki.",5,CSE world
ChZDSUhNMG9nS0VJQ0FnSURva05UUE5BEAE,gunung cikuray,"Naik gunung membuat ku sadar ,ada banyak orang baik di dunia yg masih mau menolong... Terimakasih ❤️
Mendaki gunung mengajarkan banyak hal tentang sikap, ego, kebersamaan, kelemahan kita, semangat, keyakinan dan banyak hal lainnya.
Tujuan mendaki gunung bukanlah mencapai puncak, namun pulang ke rumah dengan selamat. Selama di gunung aku sadar, bahwa rumah adalah tempat terbaik yang memberiku perlindungan dan kehangatan, hal yang tida ku dapat selama di gunung. Ini  membuatku lebih menghargai arti rumah, selalu berusaha untuk pulang ke rumah,  Jadi apapun  nanti, keluarga adalah tempat kembali.
Mendaki gunung sama dengan menjalani hidup. butuh kerendahan hati, konsistensi, strategi dan keteguhan niat untuk sampai pada apa yang di inginkan.",5,Nining Nurjanah
ChZDSUhNMG9nS0VJQ0FnSUNvbUtfdmJREAE,gunung cikuray,"Subscribe YouTube ku ya kak (Rudy CH) . Subscribe Anda sangat berharga untuk saya.

Pos 4 dan puncak gunung cikuray, usahakan mulai pendakian di pagi hari. Dan membawa air agak banyak karna dari pos 1 sudah tidak ada sumber air.",5,Rudy CH
ChdDSUhNMG9nS0VJQ0FnSUNvbDZPNnNRRRAB,gunung cikuray,"Alyamdulilau saya sudah 3x muncak ke sini, disuguhkan dengan pemandangan yg sangat indah. Dan tentunya tidak membosnakan.",5,Reksi Mainaky
ChZDSUhNMG9nS0VJQ0FnSUNveDhiN0RnEAE,gunung cikuray,Jln lawang angin di bawah kaki Gn. cikuray arah selatan melewati 4 kecamatan Banjarwangi Singajaya Peundeuy Cibalong tembus ke laut pmpk santolo,1,ALMOENAWARSH CHEMICALS
ChdDSUhNMG9nS0VJQ0FnSUNvNi1UdXRRRRAB,gunung cikuray,,4,Asep Nurhadi
ChdDSUhNMG9nS0VJQ0FnSUNvaV9mQzNnRRAB,gunung cikuray,Menatap mentari di kala pagi Dengan seteguk kopi,5,MiUiZ Journey
ChZDSUhNMG9nS0VJQ0FnSUNvODlDMEdnEAE,gunung cikuray,"Gunung yg ada di jawabarat ini letaknya di kota garut. Banyak sensasi yg kita dapat dari mt cikurai ini.  Biarpun tak setinggi gunung gunung di jawa tengah gunung cikurai memiliki trek yg luar biasa. Tak ada bonus perjalanan sampai puncak karna trek yg luar biasa naik terus broo
.
.
Sensasi banyak babi yg masih sering jengukin tenda tenda para pendaki.
.
Cikurai mantap
Salam dari BARA MALAM indramayu",4,Majidul Khoir
ChZDSUhNMG9nS0VJQ0FnSUNvZzdpNlR3EAE,gunung cikuray,"Ni gunung benar benar menarik buat didaki. Melewati kebun teh dulu baru masuk hutan, jalannya cukup terjal.",5,VirusKids
ChdDSUhNMG9nS0VJQ0FnSUNvdGFENTB3RRAB,gunung cikuray,Ok,3,MPW - Majelis Panca Winara
ChZDSUhNMG9nS0VJQ0FnSUNvMWRYU1ZBEAE,gunung cikuray,Udah beberapakali muncak kesini dan selalu dapT pemandangan ciamik,5,ihsan copas
ChZDSUhNMG9nS0VJQ0FnSUNvMmJlZUdBEAE,gunung cikuray,,5,Anak Cianjur
ChZDSUhNMG9nS0VJQ0FnSUNvc2JlUk9REAE,gunung cikuray,,5,Angga Ganggala Oktavian
ChZDSUhNMG9nS0VJQ0FnSUNvNGREWEZREAE,gunung cikuray,semoga semua lapisan masyarakat tetap menjaga keindahan dan kelestarian gunung ini..,5,Agung Sofyan Darmadi
ChZDSUhNMG9nS0VJQ0FnSUNvd2RPMEhREAE,gunung cikuray,,5,Fahmi Ink
ChZDSUhNMG9nS0VJQ0FnSUNvdG9LRVVnEAE,gunung cikuray,Sangat indah,5,Acong Sekuad
ChZDSUhNMG9nS0VJQ0FnSUNvdHN6OU1BEAE,gunung cikuray,Pemandangannya mantap walaupun bonusnya sdikit🤪... Salam ka akang anu gaduh warung cihuy ti orang karawang 😁😁😁,5,Coffe Darat
