"city","countryCode","location/lat","location/lng","name","publishedAtDate","reviewContext/Aktivitas yang direkomendasikan","reviewContext/Area piknik","reviewContext/Biaya","reviewContext/Grup perjalanan","reviewContext/Jenis perjalanan","reviewContext/Jenis rute","reviewContext/Kesesuaian untuk anjing","reviewContext/Kesulitan","reviewContext/Opsi tempat parkir","reviewContext/Parkir","reviewContext/Sebaiknya buat reservasi","reviewContext/Sorotan hotel","reviewContext/Tahukah Anda tentang topik ini?","reviewContext/Tempat parkir","reviewContext/Toilet","reviewContext/Transportasi Umum","reviewContext/Waktu antrean","reviewContext/Waktu kunjungan","reviewContext/Waktu yang dihabiskan","reviewId","reviewOrigin","reviewUrl","reviewerId","stars","state","text","title","url"
"Kabupaten Garut","ID","-7.3221466","107.8662415","Galihoo 1605","2024-04-16T09:19:35.003Z",,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUREdjlYWTVnRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUREdjlYWTVnRRAB!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgIDDv9XY5gE%7CCgsIp4X5sAYQkJ_gAQ%7C?hl=id","110811898461142244517","5","Jawa Barat","Udara nya sejuk banget","Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
"Kabupaten Garut","ID","-7.3221466","107.8662415","Andrian Rival","2024-03-15T06:54:24.207Z",,,,,,,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUQ5OHBuUE9REAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ5OHBuUE9REAE!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgID98pnPOQ%7CCgsIoOHPrwYQ2LL8Yg%7C?hl=id","111012141386416848278","5","Jawa Barat",,"Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
"Kabupaten Garut","ID","-7.3221466","107.8662415","Mohamad Slamet","2024-02-20T16:48:28.051Z",,,,,,,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURkcVBheVdnEAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkcVBheVdnEAE!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgIDdqPayWg%7CCgsI3K_TrgYQwK-6GA%7C?hl=id","106995425987242059521","5","Jawa Barat","Mantap","Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
"Kabupaten Garut","ID","-7.3221466","107.8662415","Hanhan Ediyana","2024-01-12T15:29:37.668Z",,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNOaklPcDVRRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNOaklPcDVRRRAB!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgICNjIOp5QE%7CCgwI4bWFrQYQ4LvjvgI%7C?hl=id","107753438636972007966","5","Jawa Barat",,"Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
"Kabupaten Garut","ID","-7.3221466","107.8662415","Dirara dyra","2023-12-12T08:37:01.268Z",,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURWNnBqSDFBRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWNnBqSDFBRRAB!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgIDV6pjH1AE%7CCgwIrbfgqwYQwPOPgAE%7C?hl=id","116677111590601437552","5","Jawa Barat","Pos 6 Ready Cuanki Juara 20k, Air bersih 10k","Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
"Kabupaten Garut","ID","-7.3221466","107.8662415","victor tahanora","2023-09-22T15:15:52.301Z",,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURaMFBhdWdnRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaMFBhdWdnRRAB!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgIDZ0PauggE%7CCgwIqN-2qAYQ-LD9jwE%7C?hl=id","108353861606803698289","5","Jawa Barat",,"Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
"Kabupaten Garut","ID","-7.3221466","107.8662415","Agi Muhamad Firdaus","2023-08-29T08:25:50.103Z",,,,,,,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURweV9YQlNnEAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURweV9YQlNnEAE!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgIDpy_XBSg%7CCgsIjte2pwYQyI2xMQ%7C?hl=id","112433754158900862112","5","Jawa Barat",,"Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
"Kabupaten Garut","ID","-7.3221466","107.8662415","Sutia Atmaja","2023-07-19T14:12:15.747Z",,,,,,,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURKeWMyQ01BEAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKeWMyQ01BEAE!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgIDJyc2CMA%7CCgwIv97fpQYQyKnN5AI%7C?hl=id","106504134286503660837","4","Jawa Barat","syahdu","Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
"Kabupaten Garut","ID","-7.3221466","107.8662415","Asep Abdul Rahman","2023-04-04T22:49:16.467Z",,,,,,,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNSeWZUTmF3EAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSeWZUTmF3EAE!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgICRyfTNaw%7CCgwI7NKyoQYQgJ303gE%7C?hl=id","104284735054459732545","5","Jawa Barat",,"Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
"Kabupaten Garut","ID","-7.3221466","107.8662415","Mdpl garut","2023-03-03T16:20:13.723Z",,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURoN09feDN3RRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoN09feDN3RRAB!2m1!1s0x0:0x2e5b80ae68e1dae0!3m1!1s2@1:CIHM0ogKEICAgIDh7O_x3wE%7CCgwIvbyIoAYQgJGB2QI%7C?hl=id","109349862225213496874","5","Jawa Barat",,"Pos 6 Puncak Bayangan Gunung Cikuray","https://www.google.com/maps/search/?api=1&query=Pos%206%20Puncak%20Bayangan%20Gunung%20Cikuray&query_place_id=ChIJ1YCV7FCvaC4R4NrhaK6AWy4"
