Topic,Count,Name,Representation,Representative_Docs
-1,440,Mixed,"['gunung', 'pos', 'puncak', 'jalur', 'via', 'mountain', 'pendakian', 'air', 'rumah', 'mendaki']","['gunung gunung api bertipe stratovolcano pulau jawa indonesia gunung ruang lingkup taman nasional salah taman nasional kali diumumkan indonesia ketingian', 'highest peak west java diferent routes chose diferent levelof dificulties make sure bring enough water water scarce near peak route even water available base camp watch rainy season rain wil make journey dificult almost imposible get terain', 'pos pendakian puncak']"
